Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","31.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","32.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2015","2015","%","4.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","32.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","34.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","35.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","37.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","38.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","40.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","41.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","42.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","43.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2022","2022","%","43.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2013","2013","%","3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2014","2014","%","3.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2015","2015","%","3.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2016","2016","%","3.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2017","2017","%","3.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","3.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2019","2019","%","3.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2020","2020","%","3.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","3.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2022","2022","%","3.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2013","2013","%","7.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2014","2014","%","7.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2015","2015","%","7.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2016","2016","%","8.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2013","2013","%","45.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2014","2014","%","45.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2015","2015","%","45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2016","2016","%","44.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2017","2017","%","44.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2018","2018","%","44.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2019","2019","%","44.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2015","2015","%","37.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21049","Prevalence of low birthweight (percent)","2013","2013","%","15.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21049","Prevalence of low birthweight (percent)","2014","2014","%","15.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21049","Prevalence of low birthweight (percent)","2015","2015","%","15.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21049","Prevalence of low birthweight (percent)","2016","2016","%","15.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21049","Prevalence of low birthweight (percent)","2017","2017","%","15.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","15.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21049","Prevalence of low birthweight (percent)","2019","2019","%","15.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21049","Prevalence of low birthweight (percent)","2020","2020","%","15.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","7.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","7.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","7.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","7.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","6.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","6.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2013","2013","%","17.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2014","2014","%","18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2015","2015","%","18.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2016","2016","%","18.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2013","2013","%","16.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2014","2014","%","16.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2015","2015","%","16.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2016","2016","%","16.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2017","2017","%","16.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2018","2018","%","17","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2019","2019","%","17.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21049","Prevalence of low birthweight (percent)","2013","2013","%","15.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21049","Prevalence of low birthweight (percent)","2014","2014","%","15.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21049","Prevalence of low birthweight (percent)","2015","2015","%","15.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21049","Prevalence of low birthweight (percent)","2016","2016","%","15.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21049","Prevalence of low birthweight (percent)","2017","2017","%","15.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","15.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21049","Prevalence of low birthweight (percent)","2019","2019","%","15.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21049","Prevalence of low birthweight (percent)","2020","2020","%","15.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","3","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","2.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","2.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","2.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","3.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","3.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","3.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","5.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","8.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","11.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","12.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","12.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","13","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","13.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","4.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","7.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","9.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","10.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","9.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","10.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","10.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","6.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","9.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","13","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","15.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","15.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","15.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","16.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2018","2018","%","1.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2022","2022","%","1.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","7.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","7.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","7.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","7.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","8.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","8.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","8.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","8.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","9.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2022","2022","%","9.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2013","2013","%","11","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2014","2014","%","11.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2015","2015","%","11.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2016","2016","%","11.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2017","2017","%","11.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","11.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2019","2019","%","11.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2020","2020","%","12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","12.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2022","2022","%","12.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2013","2013","%","26.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2014","2014","%","27.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2015","2015","%","27.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2016","2016","%","28.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2013","2013","%","12.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2014","2014","%","12.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2015","2015","%","12.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2016","2016","%","11.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2017","2017","%","11.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2018","2018","%","11.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2019","2019","%","11.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21049","Prevalence of low birthweight (percent)","2013","2013","%","7.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21049","Prevalence of low birthweight (percent)","2014","2014","%","7.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21049","Prevalence of low birthweight (percent)","2015","2015","%","7.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21049","Prevalence of low birthweight (percent)","2016","2016","%","7.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21049","Prevalence of low birthweight (percent)","2017","2017","%","7.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","7.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21049","Prevalence of low birthweight (percent)","2019","2019","%","7.4","X","Figure from international organizations",""
